9f01b268-29c5-4f0e-bf67-21e3dbcf3005,2022-10-18T23:30:00Z,BOS,PHI
c665e441-9f38-48a7-8796-1f7292f97db1,2022-10-19T02:00:00Z,GSW,LAL
1f8105fe-e6ca-475f-aea6-15b455892a9e,2022-10-19T23:00:00Z,IND,WAS
9f64a3b0-46bd-4caa-b5c3-4578e9bab8d8,2022-10-19T23:00:00Z,DET,ORL
44b31f4a-bc51-41aa-b1d9-a2bfc95d4e0d,2022-10-19T23:30:00Z,TOR,CLE
77017721-7dbc-4b70-9bdd-412eee5eb55d,2022-10-19T23:30:00Z,MIA,CHI
7a48723e-550e-46c0-8ed5-56828306e276,2022-10-19T23:30:00Z,BKN,NOP
b7aa4784-5720-4a23-aa4b-70dbdd0d1eee,2022-10-19T23:30:00Z,ATL,HOU
df9e4d47-c50f-4c3b-b856-c196e5bd0853,2022-10-19T23:30:00Z,MEM,NYK
20e10265-2408-48fd-950f-5709453a1c97,2022-10-20T00:00:00Z,MIN,OKC
e291f8f7-79d5-4993-93cb-25f8944446af,2022-10-20T00:00:00Z,SAS,CHA
08c9ccb2-7184-4194-89ce-956b0b4de63b,2022-10-20T01:00:00Z,UTA,DEN
1f3e2884-eef2-4099-a654-a6ca3e766773,2022-10-20T02:00:00Z,SAC,POR
f8ed7a60-a316-4761-a68e-84b33c6085ce,2022-10-20T02:00:00Z,PHX,DAL
3fbc9fa6-20ec-4f97-b9de-a02ee0499fc7,2022-10-20T23:30:00Z,PHI,MIL
a086ff62-43b2-4c27-899f-ac37c8512df7,2022-10-21T02:00:00Z,LAL,LAC
62be65c9-3fd0-4d90-b9b5-6aff6f589ad0,2022-10-21T23:00:00Z,IND,SAS
83fbbbba-d82f-4370-ba14-5b6d0cf1af35,2022-10-21T23:00:00Z,CHA,NOP
cf12fcaa-2071-43cb-9581-fe34e590c7b5,2022-10-21T23:00:00Z,WAS,CHI
136e37c6-5f85-43c6-bd3c-763a84aad05a,2022-10-21T23:30:00Z,BKN,TOR
5c36bae7-a9bd-4303-a25e-b7f09e5a508b,2022-10-21T23:30:00Z,MIA,BOS
b9d85e35-f362-4f56-970c-b5998a8b4d47,2022-10-21T23:30:00Z,ATL,ORL
befe80b2-7e51-4a7a-8dbb-138379229c05,2022-10-21T23:30:00Z,NYK,DET
2e48ec35-29c0-4b1b-862f-11e6bc89be5a,2022-10-22T00:00:00Z,MIN,UTA
8912963f-0d46-4285-a606-1fceac3fbdab,2022-10-22T00:00:00Z,HOU,MEM
98b09f6e-4536-4316-b2c8-6c6e6a907a4d,2022-10-22T02:00:00Z,POR,PHX
a121e567-1eb5-424b-86ee-4c4d629b9d22,2022-10-22T02:00:00Z,GSW,DEN
8da5160b-1202-426b-84ed-0242b7ed794b,2022-10-22T22:00:00Z,PHI,SAS
ee86e2ad-2394-4e88-8f03-a31928cbe774,2022-10-22T23:00:00Z,IND,DET
fa5c0f0e-db8a-4024-aaff-1b7607d505c1,2022-10-22T23:00:00Z,ORL,BOS
6f6b6c30-fd79-4700-860e-a7dfde7acb11,2022-10-23T00:00:00Z,CHI,CLE
816fe625-8170-4c31-a249-38360d808f28,2022-10-23T00:00:00Z,MIL,HOU
